"Id","ProductName","Cliente","Pais_Venta","Quantity","UnitPrice","Pais_de_Origen","Proveedor"
1344,"Raclette Courdavault","Jose Pavarotti","USA",7,55.0,"France","Gai pâturage"
1345,"Tarte au sucre","Jose Pavarotti","USA",30,49.3,"Canada","Forêts d'érables'"
1346,"Wimmers gute Semmelknödel","Jose Pavarotti","USA",24,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1347,"Gumbär Gummibärchen","Michael Holz","Switzerland",20,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
1348,"Filo Mix","Michael Holz","Switzerland",60,7.0,"Sydney","G'day"
1349,"Outback Lager","Michael Holz","Switzerland",40,15.0,"Australia","Pavlova, Ltd."
1350,"Mascarpone Fabioli","Ana Trujillo","Mexico",10,32.0,"Italy","Formaggi Fortini s.r.l."
1351,"NuNuCa Nuß-Nougat-Creme","Catherine Dewey","Belgium",12,14.0,"Germany","Heli Süßwaren GmbH & Co. KG"
1352,"Schoggi Schokolade","Catherine Dewey","Belgium",40,43.9,"Germany","Heli Süßwaren GmbH & Co. KG"
1353,"Ipoh Coffee","Catherine Dewey","Belgium",30,46.0,"Singapore","Leka Trading"
1354,"NuNuCa Nuß-Nougat-Creme","Paula Wilson","USA",35,14.0,"Germany","Heli Süßwaren GmbH & Co. KG"
1355,"Rhönbräu Klosterbier","Paula Wilson","USA",18,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1356,"Chartreuse verte","Maria Larsson","Sweden",16,18.0,"France","Aux joyeux ecclésiastiques"
1357,"Zaanse koeken","Maria Larsson","Sweden",30,9.5,"Netherlands","Zaanse Snoepfabriek"
1358,"Manjimup Dried Apples","Maria Larsson","Sweden",28,53.0,"Sydney","G'day"
1359,"Gnocchi di nonna Alice","Maria Larsson","Sweden",60,38.0,"Italy","Pasta Buttini s.r.l."
1360,"Sir Rodney's Scones'","Martine Rancé","France",40,10.0,"UK","Specialty Biscuits, Ltd."
1361,"Gustaf's Knäckebröd'","Martine Rancé","France",6,21.0,"Sweden","PB Knäckebröd AB"
1362,"Guaraná Fantástica","Martine Rancé","France",20,4.5,"Brazil","Refrescos Americanas LTDA"
1363,"Aniseed Syrup","Roland Mendel","Austria",20,10.0,"UK","Exotic Liquids"
1364,"Chartreuse verte","Roland Mendel","Austria",130,18.0,"France","Aux joyeux ecclésiastiques"
1365,"Louisiana Fiery Hot Pepper Sauce","Horst Kloss","Germany",80,21.05,"USA","New Orleans Cajun Delights"
1366,"Chang","Henriette Pfalzheim","Germany",40,19.0,"UK","Exotic Liquids"
1367,"Uncle Bob's Organic Dried Pears'","Henriette Pfalzheim","Germany",35,30.0,"USA","Grandma Kelly's Homestead'"
1368,"Scottish Longbreads","Henriette Pfalzheim","Germany",40,12.5,"UK","Specialty Biscuits, Ltd."
1369,"Singaporean Hokkien Fried Mee","Pascale Cartrain","Belgium",2,14.0,"Singapore","Leka Trading"
1370,"Gustaf's Knäckebröd'","Thomas Hardy","UK",4,21.0,"Sweden","PB Knäckebröd AB"
1371,"Gorgonzola Telino","Thomas Hardy","UK",50,12.5,"Italy","Formaggi Fortini s.r.l."
1372,"Camembert Pierrot","Thomas Hardy","UK",15,34.0,"France","Gai pâturage"
1373,"Flotemysost","Thomas Hardy","UK",12,21.5,"Norway","Norske Meierier"
1374,"Jack's New England Clam Chowder'","Palle Ibsen","Denmark",30,9.65,"USA","New England Seafood Cannery"
1375,"Filo Mix","Palle Ibsen","Denmark",15,7.0,"Sydney","G'day"
1376,"Sirop d'érable'","Palle Ibsen","Denmark",20,28.5,"Canada","Forêts d'érables'"
1377,"Tarte au sucre","Palle Ibsen","Denmark",15,49.3,"Canada","Forêts d'érables'"
1378,"Queso Cabrales","Mario Pontes","Brazil",15,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1379,"Flotemysost","Roland Mendel","Austria",16,21.5,"Norway","Norske Meierier"
1380,"Thüringer Rostbratwurst","Renate Messner","Germany",18,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1381,"Raclette Courdavault","Renate Messner","Germany",25,55.0,"France","Gai pâturage"
1382,"Alice Mutton","Roland Mendel","Austria",33,39.0,"Australia","Pavlova, Ltd."
1383,"Gorgonzola Telino","Roland Mendel","Austria",70,12.5,"Italy","Formaggi Fortini s.r.l."
1384,"Rhönbräu Klosterbier","Roland Mendel","Austria",7,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1385,"Gorgonzola Telino","Maria Larsson","Sweden",2,12.5,"Italy","Formaggi Fortini s.r.l."
1386,"Louisiana Hot Spiced Okra","Maria Larsson","Sweden",50,17.0,"USA","New Orleans Cajun Delights"
1387,"Ikura","Liu Wong","USA",6,31.0,"Japan","Tokyo Traders"
1388,"Laughing Lumberjack Lager","Liu Wong","USA",3,14.0,"USA","Bigfoot Breweries"
1389,"Gorgonzola Telino","Roland Mendel","Austria",16,12.5,"Italy","Formaggi Fortini s.r.l."
1390,"Singaporean Hokkien Fried Mee","Roland Mendel","Austria",12,14.0,"Singapore","Leka Trading"
1391,"Rogede sild","Roland Mendel","Austria",27,9.5,"Denmark","Lyngbysild"
1392,"Manjimup Dried Apples","Roland Mendel","Austria",120,53.0,"Sydney","G'day"
1393,"Singaporean Hokkien Fried Mee","André Fonseca","Brazil",20,14.0,"Singapore","Leka Trading"
1394,"Jack's New England Clam Chowder'","Christina Berglund","Sweden",10,9.65,"USA","New England Seafood Cannery"
1395,"Pavlova","Alexander Feuer","Germany",20,17.45,"Australia","Pavlova, Ltd."
1396,"Tarte au sucre","Alexander Feuer","Germany",20,49.3,"Canada","Forêts d'érables'"
1397,"Outback Lager","Carlos González","Venezuela",35,15.0,"Australia","Pavlova, Ltd."
1398,"Original Frankfurter grüne Soße","Carlos González","Venezuela",15,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1399,"Tourtière","Pirkko Koskitalo","Finland",3,7.45,"Canada","Ma Maison"
1400,"Gnocchi di nonna Alice","Pirkko Koskitalo","Finland",20,38.0,"Italy","Pasta Buttini s.r.l."
1401,"Longlife Tofu","Pirkko Koskitalo","Finland",35,10.0,"Japan","Tokyo Traders"
1402,"Gorgonzola Telino","Patricio Simpson","Argentina",1,12.5,"Italy","Formaggi Fortini s.r.l."
1403,"Gorgonzola Telino","Mario Pontes","Brazil",10,12.5,"Italy","Formaggi Fortini s.r.l."
1404,"Côte de Blaye","Mario Pontes","Brazil",5,263.5,"France","Aux joyeux ecclésiastiques"
1405,"Inlagd Sill","Giovanni Rovelli","Italy",30,19.0,"Sweden","Svensk Sjöföda AB"
1406,"Chartreuse verte","Giovanni Rovelli","Italy",2,18.0,"France","Aux joyeux ecclésiastiques"
1407,"Mozzarella di Giovanni","Giovanni Rovelli","Italy",30,34.8,"Italy","Formaggi Fortini s.r.l."
1408,"Ikura","Manuel Pereira","Venezuela",10,31.0,"Japan","Tokyo Traders"
1409,"Rhönbräu Klosterbier","Manuel Pereira","Venezuela",10,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1410,"Northwoods Cranberry Sauce","Lúcia Carvalho","Brazil",30,40.0,"USA","Grandma Kelly's Homestead'"
1411,"Nord-Ost Matjeshering","Lúcia Carvalho","Brazil",15,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
1412,"Rhönbräu Klosterbier","Lúcia Carvalho","Brazil",42,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1413,"Chang","Annette Roulet","France",15,19.0,"UK","Exotic Liquids"
1414,"Thüringer Rostbratwurst","Annette Roulet","France",20,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1415,"Teatime Chocolate Biscuits","Horst Kloss","Germany",50,9.2,"UK","Specialty Biscuits, Ltd."
1416,"Rhönbräu Klosterbier","Horst Kloss","Germany",40,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1417,"Carnarvon Tigers","Martine Rancé","France",30,62.5,"Australia","Pavlova, Ltd."
1418,"Steeleye Stout","Martine Rancé","France",15,18.0,"USA","Bigfoot Breweries"
1419,"Vegie-spread","Martine Rancé","France",30,43.9,"Australia","Pavlova, Ltd."
1420,"Scottish Longbreads","Martine Rancé","France",18,12.5,"UK","Specialty Biscuits, Ltd."
1421,"Uncle Bob's Organic Dried Pears'","André Fonseca","Brazil",3,30.0,"USA","Grandma Kelly's Homestead'"
1422,"Gnocchi di nonna Alice","André Fonseca","Brazil",20,38.0,"Italy","Pasta Buttini s.r.l."
1423,"Thüringer Rostbratwurst","Peter Franken","Germany",14,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1424,"Jack's New England Clam Chowder'","Peter Franken","Germany",20,9.65,"USA","New England Seafood Cannery"
1425,"Chang","Zbyszek Piestrzeniewicz","Poland",10,19.0,"UK","Exotic Liquids"
1426,"Tourtière","Zbyszek Piestrzeniewicz","Poland",3,7.45,"Canada","Ma Maison"
1427,"Scottish Longbreads","Zbyszek Piestrzeniewicz","Poland",15,12.5,"UK","Specialty Biscuits, Ltd."
1428,"Jack's New England Clam Chowder'","Thomas Hardy","UK",14,9.65,"USA","New England Seafood Cannery"
1429,"Filo Mix","Thomas Hardy","UK",8,7.0,"Sydney","G'day"
1430,"Tofu","Bernardo Batista","Brazil",15,23.25,"Japan","Mayumi's'"
1431,"Tourtière","Bernardo Batista","Brazil",6,7.45,"Canada","Ma Maison"
1432,"Pavlova","Roland Mendel","Austria",65,17.45,"Australia","Pavlova, Ltd."
1433,"Alice Mutton","Roland Mendel","Austria",35,39.0,"Australia","Pavlova, Ltd."
1434,"Gumbär Gummibärchen","Carlos Hernández","Venezuela",21,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
1435,"Gula Malacca","Carlos Hernández","Venezuela",10,19.45,"Singapore","Leka Trading"
1436,"Wimmers gute Semmelknödel","Carlos Hernández","Venezuela",35,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1437,"Gudbrandsdalsost","Carlos Hernández","Venezuela",24,36.0,"Norway","Norske Meierier"
1438,"Queso Cabrales","Sven Ottlieb","Germany",20,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1439,"Tarte au sucre","Helen Bennett","UK",2,49.3,"Canada","Forêts d'érables'"
1440,"Mozzarella di Giovanni","Helen Bennett","UK",10,34.8,"Italy","Formaggi Fortini s.r.l."
1441,"Konbu","Philip Cramer","Germany",20,6.0,"Japan","Mayumi's'"
1442,"Guaraná Fantástica","Philip Cramer","Germany",20,4.5,"Brazil","Refrescos Americanas LTDA"
1443,"Raclette Courdavault","Philip Cramer","Germany",25,55.0,"France","Gai pâturage"
1444,"Queso Cabrales","Hari Kumar","UK",50,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1445,"Manjimup Dried Apples","Hari Kumar","UK",10,53.0,"Sydney","G'day"
1446,"Tourtière","Hari Kumar","UK",7,7.45,"Canada","Ma Maison"
1447,"Alice Mutton","Martín Sommer","Spain",40,39.0,"Australia","Pavlova, Ltd."
1448,"Thüringer Rostbratwurst","Martín Sommer","Spain",20,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1449,"Nord-Ost Matjeshering","Jytte Petersen","Denmark",25,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
1450,"Manjimup Dried Apples","Jytte Petersen","Denmark",30,53.0,"Sydney","G'day"
1451,"Pâté chinois","Jytte Petersen","Denmark",60,24.0,"Canada","Ma Maison"
1452,"Tarte au sucre","Jytte Petersen","Denmark",5,49.3,"Canada","Forêts d'érables'"
1453,"Teatime Chocolate Biscuits","Paula Parente","Brazil",24,9.2,"UK","Specialty Biscuits, Ltd."
1454,"NuNuCa Nuß-Nougat-Creme","Paula Parente","Brazil",15,14.0,"Germany","Heli Süßwaren GmbH & Co. KG"
1455,"Raclette Courdavault","Paula Parente","Brazil",15,55.0,"France","Gai pâturage"
1456,"Ikura","Hari Kumar","UK",36,31.0,"Japan","Tokyo Traders"
1457,"Rössle Sauerkraut","Hari Kumar","UK",24,45.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1458,"Maxilaku","Hari Kumar","UK",4,20.0,"Finland","Karkki Oy"
1459,"Sasquatch Ale","Liz Nixon","USA",10,14.0,"USA","Bigfoot Breweries"
1460,"Côte de Blaye","Liz Nixon","USA",10,263.5,"France","Aux joyeux ecclésiastiques"
1461,"Chang","Mary Saveley","France",20,19.0,"UK","Exotic Liquids"
1462,"Louisiana Fiery Hot Pepper Sauce","Mary Saveley","France",2,21.05,"USA","New Orleans Cajun Delights"
1463,"Longlife Tofu","Mary Saveley","France",15,10.0,"Japan","Tokyo Traders"
1464,"Boston Crab Meat","Paolo Accorti","Italy",1,18.4,"USA","New England Seafood Cannery"
1465,"Gnocchi di nonna Alice","Rene Phillips","USA",20,38.0,"Italy","Pasta Buttini s.r.l."
1466,"Lakkalikööri","Rene Phillips","USA",50,18.0,"Finland","Karkki Oy"
1467,"Filo Mix","Paula Parente","Brazil",20,7.0,"Sydney","G'day"
1468,"Konbu","Yoshi Tannamuri","Canada",7,6.0,"Japan","Mayumi's'"
1469,"NuNuCa Nuß-Nougat-Creme","Yoshi Tannamuri","Canada",5,14.0,"Germany","Heli Süßwaren GmbH & Co. KG"
1470,"Outback Lager","Yoshi Tannamuri","Canada",5,15.0,"Australia","Pavlova, Ltd."
1471,"Teatime Chocolate Biscuits","Felipe Izquierdo","Venezuela",15,9.2,"UK","Specialty Biscuits, Ltd."
1472,"Tunnbröd","Felipe Izquierdo","Venezuela",18,9.0,"Sweden","PB Knäckebröd AB"
1473,"Boston Crab Meat","Felipe Izquierdo","Venezuela",30,18.4,"USA","New England Seafood Cannery"
1474,"Gorgonzola Telino","Maurizio Moroni","Italy",16,12.5,"Italy","Formaggi Fortini s.r.l."
1475,"Mozzarella di Giovanni","Maurizio Moroni","Italy",40,34.8,"Italy","Formaggi Fortini s.r.l."
1476,"Original Frankfurter grüne Soße","Maurizio Moroni","Italy",20,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1477,"Chang","Janete Limeira","Brazil",12,19.0,"UK","Exotic Liquids"
1478,"Spegesild","Janete Limeira","Brazil",35,12.0,"Denmark","Lyngbysild"
1479,"Jack's New England Clam Chowder'","Mary Saveley","France",20,9.65,"USA","New England Seafood Cannery"
1480,"Ipoh Coffee","Mary Saveley","France",20,46.0,"Singapore","Leka Trading"
1481,"Chocolade","Mary Saveley","France",8,12.75,"Netherlands","Zaanse Snoepfabriek"
1482,"Sirop d'érable'","Mary Saveley","France",30,28.5,"Canada","Forêts d'érables'"
1483,"Geitost","Jose Pavarotti","USA",16,2.5,"Norway","Norske Meierier"
1484,"Côte de Blaye","Howard Snyder","USA",30,263.5,"France","Aux joyeux ecclésiastiques"
1485,"Tarte au sucre","Howard Snyder","USA",20,49.3,"Canada","Forêts d'érables'"
1486,"Gumbär Gummibärchen","Philip Cramer","Germany",40,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
1487,"Côte de Blaye","Philip Cramer","Germany",30,263.5,"France","Aux joyeux ecclésiastiques"
1488,"Boston Crab Meat","Philip Cramer","Germany",60,18.4,"USA","New England Seafood Cannery"
1489,"Tarte au sucre","Philip Cramer","Germany",25,49.3,"Canada","Forêts d'érables'"
1490,"Mascarpone Fabioli","Giovanni Rovelli","Italy",20,32.0,"Italy","Formaggi Fortini s.r.l."
1491,"Jack's New England Clam Chowder'","Giovanni Rovelli","Italy",20,9.65,"USA","New England Seafood Cannery"
1492,"Ipoh Coffee","Patricio Simpson","Argentina",7,46.0,"Singapore","Leka Trading"
1493,"Rhönbräu Klosterbier","Patricio Simpson","Argentina",20,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1494,"Gnocchi di nonna Alice","Paula Wilson","USA",30,38.0,"Italy","Pasta Buttini s.r.l."
1495,"Steeleye Stout","Art Braunschweiger","USA",20,18.0,"USA","Bigfoot Breweries"
1496,"Manjimup Dried Apples","Art Braunschweiger","USA",6,53.0,"Sydney","G'day"
1497,"Tarte au sucre","Helvetius Nagy","USA",3,49.3,"Canada","Forêts d'érables'"
1498,"Outback Lager","Helvetius Nagy","USA",6,15.0,"Australia","Pavlova, Ltd."
1499,"Queso Cabrales","Carlos González","Venezuela",20,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1500,"Ravioli Angelo","Carlos González","Venezuela",15,19.5,"Italy","Pasta Buttini s.r.l."
1501,"Raclette Courdavault","Carlos González","Venezuela",40,55.0,"France","Gai pâturage"
1502,"Original Frankfurter grüne Soße","Carlos González","Venezuela",15,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1503,"Jack's New England Clam Chowder'","Maria Larsson","Sweden",12,9.65,"USA","New England Seafood Cannery"
1504,"Outback Lager","Maria Larsson","Sweden",9,15.0,"Australia","Pavlova, Ltd."
1505,"Gumbär Gummibärchen","Sven Ottlieb","Germany",12,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
1506,"Perth Pasties","Sven Ottlieb","Germany",20,32.8,"Sydney","G'day"
1507,"Gorgonzola Telino","Frédérique Citeaux","France",35,12.5,"Italy","Formaggi Fortini s.r.l."
1508,"Ravioli Angelo","Frédérique Citeaux","France",15,19.5,"Italy","Pasta Buttini s.r.l."
1509,"Ikura","Laurence Lebihan","France",15,31.0,"Japan","Tokyo Traders"
1510,"Chartreuse verte","Laurence Lebihan","France",21,18.0,"France","Aux joyeux ecclésiastiques"
1511,"Sir Rodney's Marmalade'","Sergio Gutiérrez","Argentina",5,81.0,"UK","Specialty Biscuits, Ltd."
1512,"Côte de Blaye","Sergio Gutiérrez","Argentina",2,263.5,"France","Aux joyeux ecclésiastiques"
1513,"Chang","Helen Bennett","UK",10,19.0,"UK","Exotic Liquids"
1514,"Northwoods Cranberry Sauce","Helen Bennett","UK",20,40.0,"USA","Grandma Kelly's Homestead'"
1515,"Konbu","Helen Bennett","UK",10,6.0,"Japan","Mayumi's'"
1516,"Camembert Pierrot","Helen Bennett","UK",21,34.0,"France","Gai pâturage"
1517,"Grandma's Boysenberry Spread'","Anabela Domingues","Brazil",6,25.0,"USA","Grandma Kelly's Homestead'"
1518,"Chartreuse verte","Anabela Domingues","Brazil",28,18.0,"France","Aux joyeux ecclésiastiques"
1519,"Camembert Pierrot","Anabela Domingues","Brazil",30,34.0,"France","Gai pâturage"
1520,"Scottish Longbreads","Anabela Domingues","Brazil",24,12.5,"UK","Specialty Biscuits, Ltd."
1521,"Teatime Chocolate Biscuits","Jonas Bergulfsen","Norway",2,9.2,"UK","Specialty Biscuits, Ltd."
1522,"Steeleye Stout","Jonas Bergulfsen","Norway",8,18.0,"USA","Bigfoot Breweries"
1523,"Côte de Blaye","Jonas Bergulfsen","Norway",8,263.5,"France","Aux joyeux ecclésiastiques"
1524,"Ipoh Coffee","Jonas Bergulfsen","Norway",9,46.0,"Singapore","Leka Trading"
1525,"Konbu","Annette Roulet","France",3,6.0,"Japan","Mayumi's'"
1526,"NuNuCa Nuß-Nougat-Creme","Annette Roulet","France",10,14.0,"Germany","Heli Süßwaren GmbH & Co. KG"
1527,"Gula Malacca","Annette Roulet","France",16,19.45,"Singapore","Leka Trading"
1528,"Wimmers gute Semmelknödel","Annette Roulet","France",3,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1529,"Uncle Bob's Organic Dried Pears'","Henriette Pfalzheim","Germany",20,30.0,"USA","Grandma Kelly's Homestead'"
1530,"Gorgonzola Telino","Henriette Pfalzheim","Germany",9,12.5,"Italy","Formaggi Fortini s.r.l."
1531,"Perth Pasties","Henriette Pfalzheim","Germany",9,32.8,"Sydney","G'day"
1532,"Thüringer Rostbratwurst","Anabela Domingues","Brazil",8,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1533,"Nord-Ost Matjeshering","Anabela Domingues","Brazil",20,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
1534,"Raclette Courdavault","Maria Anders","Germany",15,55.0,"France","Gai pâturage"
1535,"Original Frankfurter grüne Soße","Maria Anders","Germany",2,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1536,"Gustaf's Knäckebröd'","Roland Mendel","Austria",52,21.0,"Sweden","PB Knäckebröd AB"
1537,"Steeleye Stout","Roland Mendel","Austria",6,18.0,"USA","Bigfoot Breweries"
1538,"Ravioli Angelo","Roland Mendel","Austria",24,19.5,"Italy","Pasta Buttini s.r.l."
1539,"Camembert Pierrot","Roland Mendel","Austria",60,34.0,"France","Gai pâturage"
1540,"Wimmers gute Semmelknödel","Roland Mendel","Austria",30,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1541,"Konbu","Christina Berglund","Sweden",6,6.0,"Japan","Mayumi's'"
1542,"Boston Crab Meat","Christina Berglund","Sweden",25,18.4,"USA","New England Seafood Cannery"
1543,"Zaanse koeken","Christina Berglund","Sweden",40,9.5,"Netherlands","Zaanse Snoepfabriek"
1544,"Lakkalikööri","Christina Berglund","Sweden",21,18.0,"Finland","Karkki Oy"
1545,"Chai","Felipe Izquierdo","Venezuela",4,18.0,"UK","Exotic Liquids"
1546,"Carnarvon Tigers","Felipe Izquierdo","Venezuela",25,62.5,"Australia","Pavlova, Ltd."
1547,"Inlagd Sill","Felipe Izquierdo","Venezuela",50,19.0,"Sweden","Svensk Sjöföda AB"
1548,"Escargots de Bourgogne","Anabela Domingues","Brazil",30,13.25,"France","Escargots Nouveaux"
1549,"Mozzarella di Giovanni","Anabela Domingues","Brazil",15,34.8,"Italy","Formaggi Fortini s.r.l."
1550,"NuNuCa Nuß-Nougat-Creme","Felipe Izquierdo","Venezuela",6,14.0,"Germany","Heli Süßwaren GmbH & Co. KG"
1551,"Chartreuse verte","Felipe Izquierdo","Venezuela",10,18.0,"France","Aux joyeux ecclésiastiques"
1552,"Ikura","Pascale Cartrain","Belgium",16,31.0,"Japan","Tokyo Traders"
1553,"Gnocchi di nonna Alice","Pascale Cartrain","Belgium",30,38.0,"Italy","Pasta Buttini s.r.l."
1554,"Raclette Courdavault","Pascale Cartrain","Belgium",50,55.0,"France","Gai pâturage"
1555,"Original Frankfurter grüne Soße","Pascale Cartrain","Belgium",15,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1556,"Queso Cabrales","Miguel Angel Paolino","Mexico",15,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1557,"Ipoh Coffee","Miguel Angel Paolino","Mexico",5,46.0,"Singapore","Leka Trading"
1558,"Scottish Longbreads","Miguel Angel Paolino","Mexico",20,12.5,"UK","Specialty Biscuits, Ltd."
1559,"Outback Lager","Miguel Angel Paolino","Mexico",12,15.0,"Australia","Pavlova, Ltd."
1560,"Manjimup Dried Apples","Mary Saveley","France",4,53.0,"Sydney","G'day"
1561,"Gustaf's Knäckebröd'","Georg Pipps","Austria",35,21.0,"Sweden","PB Knäckebröd AB"
1562,"Tunnbröd","Horst Kloss","Germany",70,9.0,"Sweden","PB Knäckebröd AB"
1563,"Steeleye Stout","Horst Kloss","Germany",25,18.0,"USA","Bigfoot Breweries"
1564,"Singaporean Hokkien Fried Mee","Horst Kloss","Germany",42,14.0,"Singapore","Leka Trading"
1565,"Escargots de Bourgogne","Horst Kloss","Germany",60,13.25,"France","Escargots Nouveaux"
1566,"Wimmers gute Semmelknödel","Horst Kloss","Germany",48,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1567,"Chef Anton's Cajun Seasoning'","Pascale Cartrain","Belgium",21,22.0,"USA","New Orleans Cajun Delights"
1568,"Outback Lager","Pascale Cartrain","Belgium",30,15.0,"Australia","Pavlova, Ltd."
1569,"Longlife Tofu","Pascale Cartrain","Belgium",20,10.0,"Japan","Tokyo Traders"
1570,"Chai","Jose Pavarotti","USA",80,18.0,"UK","Exotic Liquids"
1571,"Teatime Chocolate Biscuits","Jose Pavarotti","USA",12,9.2,"UK","Specialty Biscuits, Ltd."
